Detected kernel version 5.4.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
The `load_in_4bit` and `load_in_8bit` arguments are deprecated and will be removed in the future versions. Please, pass a `BitsAndBytesConfig` object in `quantization_config` argument instead.
/home/chunhui/miniconda3/envs/world_model/lib/python3.8/site-packages/torch/_utils.py:776: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
===================================BUG REPORT===================================
Welcome to bitsandbytes. For bug reports, please run
python -m bitsandbytes
 and submit this information together with your error trace to: https://github.com/TimDettmers/bitsandbytes/issues
================================================================================
bin /home/chunhui/.local/lib/python3.8/site-packages/bitsandbytes/libbitsandbytes_cuda118.so
CUDA SETUP: CUDA runtime path found: /home/chunhui/miniconda3/envs/world_model/lib/libcudart.so.11.0
CUDA SETUP: Highest compute capability among GPUs detected: 8.6
CUDA SETUP: Detected CUDA version 118
CUDA SETUP: Loading binary /home/chunhui/.local/lib/python3.8/site-packages/bitsandbytes/libbitsandbytes_cuda118.so...
trainable params: 3670016 || all params: 6054552800 || trainable%: 0.060615806339982696
EWCLoRAModel(
  (model): PeftModelForCausalLM(
    (base_model): LoraModel(
      (model): GPTJForCausalLM(
        (transformer): GPTJModel(
          (wte): Embedding(50400, 4096)
          (drop): Dropout(p=0.0, inplace=False)
          (h): ModuleList(
            (0-27): 28 x GPTJBlock(
              (ln_1): LayerNorm((4096,), eps=1e-05, elementwise_affine=True)
              (attn): GPTJAttention(
                (attn_dropout): Dropout(p=0.0, inplace=False)
                (resid_dropout): Dropout(p=0.0, inplace=False)
                (k_proj): Linear8bitLt(in_features=4096, out_features=4096, bias=False)
                (v_proj): Linear8bitLt(
                  in_features=4096, out_features=4096, bias=False
                  (lora_dropout): ModuleDict(
                    (default): Dropout(p=0.1, inplace=False)
                  )
                  (lora_A): ModuleDict(
                    (default): Linear(in_features=4096, out_features=8, bias=False)
                  )
                  (lora_B): ModuleDict(
                    (default): Linear(in_features=8, out_features=4096, bias=False)
                  )
                  (lora_embedding_A): ParameterDict()
                  (lora_embedding_B): ParameterDict()
                )
                (q_proj): Linear8bitLt(
                  in_features=4096, out_features=4096, bias=False
                  (lora_dropout): ModuleDict(
                    (default): Dropout(p=0.1, inplace=False)
                  )
                  (lora_A): ModuleDict(
                    (default): Linear(in_features=4096, out_features=8, bias=False)
                  )
                  (lora_B): ModuleDict(
                    (default): Linear(in_features=8, out_features=4096, bias=False)
                  )
                  (lora_embedding_A): ParameterDict()
                  (lora_embedding_B): ParameterDict()
                )
                (out_proj): Linear8bitLt(in_features=4096, out_features=4096, bias=False)
              )
              (mlp): GPTJMLP(
                (fc_in): Linear8bitLt(in_features=4096, out_features=16384, bias=True)
                (fc_out): Linear8bitLt(in_features=16384, out_features=4096, bias=True)
                (act): NewGELUActivation()
                (dropout): Dropout(p=0.0, inplace=False)
              )
            )
          )
          (ln_f): LayerNorm((4096,), eps=1e-05, elementwise_affine=True)
        )
        (lm_head): Linear(in_features=4096, out_features=50400, bias=True)
      )
    )
  )
)
  0%|          | 0/266 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`...
Epoch 0 - Loss: 0.7772, CE Loss: 0.7772:  45%|████▌     | 120/266 [43:21<52:49, 21.71s/it]
Epoch 0 - Loss: 0.3179, CE Loss: 0.3179:  45%|████▌     | 120/266 [43:23<52:49, 21.71s/it]
Epoch 0 - Loss: 0.3385, CE Loss: 0.3385:  45%|████▌     | 120/266 [43:28<52:49, 21.71s/it]
Epoch 0 - Loss: 0.3594, CE Loss: 0.3594:  45%|████▌     | 120/266 [43:34<52:49, 21.71s/it]
Epoch 0 - Loss: 0.4240, CE Loss: 0.4240:  45%|████▌     | 120/266 [43:39<52:49, 21.71s/it]
Epoch 0 - Loss: 0.4240, CE Loss: 0.4240:  45%|████▌     | 121/266 [43:43<52:25, 21.69s/it]
Epoch 0 - Loss: 0.4544, CE Loss: 0.4544:  45%|████▌     | 121/266 [43:44<52:25, 21.69s/it]
Epoch 0 - Loss: 0.7082, CE Loss: 0.7082:  45%|████▌     | 121/266 [43:50<52:25, 21.69s/it]
Epoch 0 - Loss: 0.5969, CE Loss: 0.5969:  45%|████▌     | 121/266 [43:55<52:25, 21.69s/it]
Epoch 0 - Loss: 0.0748, CE Loss: 0.0748:  45%|████▌     | 121/266 [44:01<52:25, 21.69s/it]
Epoch 0 - Loss: 0.0748, CE Loss: 0.0748:  46%|████▌     | 122/266 [44:05<52:05, 21.70s/it]
Epoch 0 - Loss: 0.3492, CE Loss: 0.3492:  46%|████▌     | 122/266 [44:06<52:05, 21.70s/it]
Epoch 0 - Loss: 0.3568, CE Loss: 0.3568:  46%|████▌     | 122/266 [44:12<52:05, 21.70s/it]
Epoch 0 - Loss: 0.4398, CE Loss: 0.4398:  46%|████▌     | 122/266 [44:17<52:05, 21.70s/it]
Epoch 0 - Loss: 0.2464, CE Loss: 0.2464:  46%|████▌     | 122/266 [44:22<52:05, 21.70s/it]
Epoch 0 - Loss: 0.2464, CE Loss: 0.2464:  46%|████▌     | 123/266 [44:26<51:44, 21.71s/it]
Epoch 0 - Loss: 0.4947, CE Loss: 0.4947:  46%|████▌     | 123/266 [44:28<51:44, 21.71s/it]
Epoch 0 - Loss: 0.5182, CE Loss: 0.5182:  46%|████▌     | 123/266 [44:33<51:44, 21.71s/it]
Epoch 0 - Loss: 0.3744, CE Loss: 0.3744:  46%|████▌     | 123/266 [44:39<51:44, 21.71s/it]
Epoch 0 - Loss: 0.3940, CE Loss: 0.3940:  46%|████▌     | 123/266 [44:44<51:44, 21.71s/it]
Epoch 0 - Loss: 0.3940, CE Loss: 0.3940:  47%|████▋     | 124/266 [44:48<51:22, 21.71s/it]
Epoch 0 - Loss: 0.3092, CE Loss: 0.3092:  47%|████▋     | 124/266 [44:50<51:22, 21.71s/it]
Epoch 0 - Loss: 0.2400, CE Loss: 0.2400:  47%|████▋     | 124/266 [44:55<51:22, 21.71s/it]
Epoch 0 - Loss: 0.3147, CE Loss: 0.3147:  47%|████▋     | 124/266 [45:00<51:22, 21.71s/it]
Epoch 0 - Loss: 0.5899, CE Loss: 0.5899:  47%|████▋     | 124/266 [45:06<51:22, 21.71s/it]
Epoch 0 - Loss: 0.5899, CE Loss: 0.5899:  47%|████▋     | 125/266 [45:10<51:02, 21.72s/it]
Epoch 0 - Loss: 0.3556, CE Loss: 0.3556:  47%|████▋     | 125/266 [45:11<51:02, 21.72s/it]
Epoch 0 - Loss: 0.3944, CE Loss: 0.3944:  47%|████▋     | 125/266 [45:17<51:02, 21.72s/it]
Epoch 0 - Loss: 0.3056, CE Loss: 0.3056:  47%|████▋     | 125/266 [45:22<51:02, 21.72s/it]
Epoch 0 - Loss: 0.4742, CE Loss: 0.4742:  47%|████▋     | 125/266 [45:28<51:02, 21.72s/it]
Epoch 0 - Loss: 0.4742, CE Loss: 0.4742:  47%|████▋     | 126/266 [45:32<50:41, 21.72s/it]
Epoch 0 - Loss: 0.3847, CE Loss: 0.3847:  47%|████▋     | 126/266 [45:33<50:41, 21.72s/it]
Epoch 0 - Loss: 0.2842, CE Loss: 0.2842:  47%|████▋     | 126/266 [45:38<50:41, 21.72s/it]
Epoch 0 - Loss: 0.6291, CE Loss: 0.6291:  47%|████▋     | 126/266 [45:44<50:41, 21.72s/it]
Epoch 0 - Loss: 0.2051, CE Loss: 0.2051:  47%|████▋     | 126/266 [45:49<50:41, 21.72s/it]
Epoch 0 - Loss: 0.2051, CE Loss: 0.2051:  48%|████▊     | 127/266 [45:53<50:19, 21.72s/it]
Epoch 0 - Loss: 0.6666, CE Loss: 0.6666:  48%|████▊     | 127/266 [45:55<50:19, 21.72s/it]
Epoch 0 - Loss: 0.5243, CE Loss: 0.5243:  48%|████▊     | 127/266 [46:00<50:19, 21.72s/it]
Epoch 0 - Loss: 0.5364, CE Loss: 0.5364:  48%|████▊     | 127/266 [46:06<50:19, 21.72s/it]
Epoch 0 - Loss: 0.5826, CE Loss: 0.5826:  48%|████▊     | 127/266 [46:11<50:19, 21.72s/it]
Epoch 0 - Loss: 0.5826, CE Loss: 0.5826:  48%|████▊     | 128/266 [46:15<49:55, 21.70s/it]
Epoch 0 - Loss: 0.0850, CE Loss: 0.0850:  48%|████▊     | 128/266 [46:16<49:55, 21.70s/it]
Epoch 0 - Loss: 0.2945, CE Loss: 0.2945:  48%|████▊     | 128/266 [46:22<49:55, 21.70s/it]
Epoch 0 - Loss: 0.4593, CE Loss: 0.4593:  48%|████▊     | 128/266 [46:27<49:55, 21.70s/it]
Epoch 0 - Loss: 0.6290, CE Loss: 0.6290:  48%|████▊     | 128/266 [46:33<49:55, 21.70s/it]
Epoch 0 - Loss: 0.6290, CE Loss: 0.6290:  48%|████▊     | 129/266 [46:37<49:36, 21.73s/it]
Epoch 0 - Loss: 0.3553, CE Loss: 0.3553:  48%|████▊     | 129/266 [46:38<49:36, 21.73s/it]
Epoch 0 - Loss: 0.3600, CE Loss: 0.3600:  48%|████▊     | 129/266 [46:44<49:36, 21.73s/it]
Epoch 0 - Loss: 0.3256, CE Loss: 0.3256:  48%|████▊     | 129/266 [46:49<49:36, 21.73s/it]
Epoch 0 - Loss: 0.5581, CE Loss: 0.5581:  48%|████▊     | 129/266 [46:54<49:36, 21.73s/it]
Epoch 0 - Loss: 0.5581, CE Loss: 0.5581:  49%|████▉     | 130/266 [46:59<49:13, 21.72s/it]
Epoch 0 - Loss: 0.5273, CE Loss: 0.5273:  49%|████▉     | 130/266 [47:00<49:13, 21.72s/it]
Epoch 0 - Loss: 0.1563, CE Loss: 0.1563:  49%|████▉     | 130/266 [47:05<49:13, 21.72s/it]
Epoch 0 - Loss: 0.6434, CE Loss: 0.6434:  49%|████▉     | 130/266 [47:11<49:13, 21.72s/it]
Epoch 0 - Loss: 0.2910, CE Loss: 0.2910:  49%|████▉     | 130/266 [47:16<49:13, 21.72s/it]
Epoch 0 - Loss: 0.2910, CE Loss: 0.2910:  49%|████▉     | 131/266 [47:20<48:48, 21.69s/it]
Epoch 0 - Loss: 0.3277, CE Loss: 0.3277:  49%|████▉     | 131/266 [47:22<48:48, 21.69s/it]
Epoch 0 - Loss: 0.5734, CE Loss: 0.5734:  49%|████▉     | 131/266 [47:27<48:48, 21.69s/it]
Epoch 0 - Loss: 0.2738, CE Loss: 0.2738:  49%|████▉     | 131/266 [47:32<48:48, 21.69s/it]
Epoch 0 - Loss: 0.2012, CE Loss: 0.2012:  49%|████▉     | 131/266 [47:38<48:48, 21.69s/it]
Epoch 0 - Loss: 0.2012, CE Loss: 0.2012:  50%|████▉     | 132/266 [47:42<48:24, 21.67s/it]
Epoch 0 - Loss: 0.3796, CE Loss: 0.3796:  50%|████▉     | 132/266 [47:43<48:24, 21.67s/it]
Epoch 0 - Loss: 0.6939, CE Loss: 0.6939:  50%|████▉     | 132/266 [47:49<48:24, 21.67s/it]
Epoch 0 - Loss: 0.3065, CE Loss: 0.3065:  50%|████▉     | 132/266 [47:54<48:24, 21.67s/it]
Epoch 0 - Loss: 0.4041, CE Loss: 0.4041:  50%|████▉     | 132/266 [47:59<48:24, 21.67s/it]
Epoch 0 - Loss: 0.4041, CE Loss: 0.4041:  50%|█████     | 133/266 [48:03<48:03, 21.68s/it]
Epoch 0 - Loss: 0.4238, CE Loss: 0.4238:  50%|█████     | 133/266 [48:05<48:03, 21.68s/it]
Epoch 0 - Loss: 0.3717, CE Loss: 0.3717:  50%|█████     | 133/266 [48:10<48:03, 21.68s/it]
Epoch 0 - Loss: 0.6417, CE Loss: 0.6417:  50%|█████     | 133/266 [48:16<48:03, 21.68s/it]
Epoch 0 - Loss: 0.1597, CE Loss: 0.1597:  50%|█████     | 133/266 [48:21<48:03, 21.68s/it]
Epoch 0 - Loss: 0.1597, CE Loss: 0.1597:  50%|█████     | 134/266 [48:25<47:40, 21.67s/it]
Epoch 0 - Loss: 0.4738, CE Loss: 0.4738:  50%|█████     | 134/266 [48:26<47:40, 21.67s/it]
Epoch 0 - Loss: 0.3485, CE Loss: 0.3485:  50%|█████     | 134/266 [48:32<47:40, 21.67s/it]
Epoch 0 - Loss: 0.5806, CE Loss: 0.5806:  50%|█████     | 134/266 [48:37<47:40, 21.67s/it]
Epoch 0 - Loss: 0.2264, CE Loss: 0.2264:  50%|█████     | 134/266 [48:43<47:40, 21.67s/it]
Epoch 0 - Loss: 0.2264, CE Loss: 0.2264:  51%|█████     | 135/266 [48:47<47:18, 21.67s/it]
Epoch 0 - Loss: 0.5060, CE Loss: 0.5060:  51%|█████     | 135/266 [48:48<47:18, 21.67s/it]
Epoch 0 - Loss: 0.6749, CE Loss: 0.6749:  51%|█████     | 135/266 [48:54<47:18, 21.67s/it]
Epoch 0 - Loss: 0.6271, CE Loss: 0.6271:  51%|█████     | 135/266 [48:59<47:18, 21.67s/it]
Epoch 0 - Loss: 0.3223, CE Loss: 0.3223:  51%|█████     | 135/266 [49:04<47:18, 21.67s/it]
Epoch 0 - Loss: 0.3223, CE Loss: 0.3223:  51%|█████     | 136/266 [49:08<46:55, 21.66s/it]
Epoch 0 - Loss: 0.3461, CE Loss: 0.3461:  51%|█████     | 136/266 [49:10<46:55, 21.66s/it]
Epoch 0 - Loss: 0.3791, CE Loss: 0.3791:  51%|█████     | 136/266 [49:15<46:55, 21.66s/it]
Epoch 0 - Loss: 0.3290, CE Loss: 0.3290:  51%|█████     | 136/266 [49:21<46:55, 21.66s/it]
Epoch 0 - Loss: 0.3655, CE Loss: 0.3655:  51%|█████     | 136/266 [49:26<46:55, 21.66s/it]
Epoch 0 - Loss: 0.3655, CE Loss: 0.3655:  52%|█████▏    | 137/266 [49:30<46:33, 21.65s/it]
Epoch 0 - Loss: 0.9567, CE Loss: 0.9567:  52%|█████▏    | 137/266 [49:31<46:33, 21.65s/it]
Epoch 0 - Loss: 0.3152, CE Loss: 0.3152:  52%|█████▏    | 137/266 [49:37<46:33, 21.65s/it]
Epoch 0 - Loss: 0.6610, CE Loss: 0.6610:  52%|█████▏    | 137/266 [49:42<46:33, 21.65s/it]
Epoch 0 - Loss: 0.1372, CE Loss: 0.1372:  52%|█████▏    | 137/266 [49:48<46:33, 21.65s/it]
Epoch 0 - Loss: 0.1372, CE Loss: 0.1372:  52%|█████▏    | 138/266 [49:52<46:11, 21.66s/it]
Epoch 0 - Loss: 0.3321, CE Loss: 0.3321:  52%|█████▏    | 138/266 [49:53<46:11, 21.66s/it]
Epoch 0 - Loss: 0.3917, CE Loss: 0.3917:  52%|█████▏    | 138/266 [49:58<46:11, 21.66s/it]
Epoch 0 - Loss: 0.4768, CE Loss: 0.4768:  52%|█████▏    | 138/266 [50:04<46:11, 21.66s/it]
Epoch 0 - Loss: 0.4926, CE Loss: 0.4926:  52%|█████▏    | 138/266 [50:09<46:11, 21.66s/it]
Epoch 0 - Loss: 0.4926, CE Loss: 0.4926:  52%|█████▏    | 139/266 [50:13<45:50, 21.66s/it]
Epoch 0 - Loss: 0.5112, CE Loss: 0.5112:  52%|█████▏    | 139/266 [50:15<45:50, 21.66s/it]
Epoch 0 - Loss: 0.3999, CE Loss: 0.3999:  52%|█████▏    | 139/266 [50:20<45:50, 21.66s/it]
Epoch 0 - Loss: 0.5744, CE Loss: 0.5744:  52%|█████▏    | 139/266 [50:26<45:50, 21.66s/it]
Epoch 0 - Loss: 0.4437, CE Loss: 0.4437:  52%|█████▏    | 139/266 [50:31<45:50, 21.66s/it]
Epoch 0 - Loss: 0.4437, CE Loss: 0.4437:  53%|█████▎    | 140/266 [50:35<45:27, 21.64s/it]
Epoch 0 - Loss: 1.1251, CE Loss: 1.1251:  53%|█████▎    | 140/266 [50:36<45:27, 21.64s/it]
Epoch 0 - Loss: 0.3566, CE Loss: 0.3566:  53%|█████▎    | 140/266 [50:42<45:27, 21.64s/it]
Epoch 0 - Loss: 0.2045, CE Loss: 0.2045:  53%|█████▎    | 140/266 [50:47<45:27, 21.64s/it]
Epoch 0 - Loss: 0.2547, CE Loss: 0.2547:  53%|█████▎    | 140/266 [50:53<45:27, 21.64s/it]
Epoch 0 - Loss: 0.2547, CE Loss: 0.2547:  53%|█████▎    | 141/266 [50:57<45:07, 21.66s/it]
Epoch 0 - Loss: 0.3749, CE Loss: 0.3749:  53%|█████▎    | 141/266 [50:58<45:07, 21.66s/it]
Epoch 0 - Loss: 0.4132, CE Loss: 0.4132:  53%|█████▎    | 141/266 [51:03<45:07, 21.66s/it]
Epoch 0 - Loss: 0.9052, CE Loss: 0.9052:  53%|█████▎    | 141/266 [51:09<45:07, 21.66s/it]
Epoch 0 - Loss: 0.3926, CE Loss: 0.3926:  53%|█████▎    | 141/266 [51:14<45:07, 21.66s/it]
Epoch 0 - Loss: 0.3926, CE Loss: 0.3926:  53%|█████▎    | 142/266 [51:18<44:45, 21.66s/it]
Epoch 0 - Loss: 0.3772, CE Loss: 0.3772:  53%|█████▎    | 142/266 [51:20<44:45, 21.66s/it]
Epoch 0 - Loss: 0.4411, CE Loss: 0.4411:  53%|█████▎    | 142/266 [51:25<44:45, 21.66s/it]
Epoch 0 - Loss: 0.4745, CE Loss: 0.4745:  53%|█████▎    | 142/266 [51:31<44:45, 21.66s/it]
Epoch 0 - Loss: 0.3949, CE Loss: 0.3949:  53%|█████▎    | 142/266 [51:36<44:45, 21.66s/it]
Epoch 0 - Loss: 0.3949, CE Loss: 0.3949:  54%|█████▍    | 143/266 [51:40<44:24, 21.66s/it]
Epoch 0 - Loss: 0.5094, CE Loss: 0.5094:  54%|█████▍    | 143/266 [51:41<44:24, 21.66s/it]
Epoch 0 - Loss: 0.3944, CE Loss: 0.3944:  54%|█████▍    | 143/266 [51:47<44:24, 21.66s/it]
Epoch 0 - Loss: 0.4200, CE Loss: 0.4200:  54%|█████▍    | 143/266 [51:52<44:24, 21.66s/it]
Epoch 0 - Loss: 0.2646, CE Loss: 0.2646:  54%|█████▍    | 143/266 [51:58<44:24, 21.66s/it]
Epoch 0 - Loss: 0.2646, CE Loss: 0.2646:  54%|█████▍    | 144/266 [52:02<44:02, 21.66s/it]
Epoch 0 - Loss: 0.3660, CE Loss: 0.3660:  54%|█████▍    | 144/266 [52:03<44:02, 21.66s/it]
Epoch 0 - Loss: 0.4104, CE Loss: 0.4104:  54%|█████▍    | 144/266 [52:08<44:02, 21.66s/it]
Epoch 0 - Loss: 0.2373, CE Loss: 0.2373:  54%|█████▍    | 144/266 [52:14<44:02, 21.66s/it]
Epoch 0 - Loss: 0.3956, CE Loss: 0.3956:  54%|█████▍    | 144/266 [52:19<44:02, 21.66s/it]
Epoch 0 - Loss: 0.3956, CE Loss: 0.3956:  55%|█████▍    | 145/266 [52:23<43:38, 21.64s/it]
Epoch 0 - Loss: 0.1710, CE Loss: 0.1710:  55%|█████▍    | 145/266 [52:25<43:38, 21.64s/it]
Epoch 0 - Loss: 0.3837, CE Loss: 0.3837:  55%|█████▍    | 145/266 [52:30<43:38, 21.64s/it]
Epoch 0 - Loss: 0.1891, CE Loss: 0.1891:  55%|█████▍    | 145/266 [52:36<43:38, 21.64s/it]
Epoch 0 - Loss: 0.5900, CE Loss: 0.5900:  55%|█████▍    | 145/266 [52:41<43:38, 21.64s/it]
Epoch 0 - Loss: 0.5900, CE Loss: 0.5900:  55%|█████▍    | 146/266 [52:45<43:19, 21.67s/it]
Epoch 0 - Loss: 0.4467, CE Loss: 0.4467:  55%|█████▍    | 146/266 [52:46<43:19, 21.67s/it]
Epoch 0 - Loss: 0.3743, CE Loss: 0.3743:  55%|█████▍    | 146/266 [52:52<43:19, 21.67s/it]
Epoch 0 - Loss: 0.4292, CE Loss: 0.4292:  55%|█████▍    | 146/266 [52:57<43:19, 21.67s/it]
Epoch 0 - Loss: 0.1963, CE Loss: 0.1963:  55%|█████▍    | 146/266 [53:03<43:19, 21.67s/it]
Epoch 0 - Loss: 0.1963, CE Loss: 0.1963:  55%|█████▌    | 147/266 [53:07<42:59, 21.67s/it]
Epoch 0 - Loss: 0.2657, CE Loss: 0.2657:  55%|█████▌    | 147/266 [53:08<42:59, 21.67s/it]
Epoch 0 - Loss: 0.4567, CE Loss: 0.4567:  55%|█████▌    | 147/266 [53:13<42:59, 21.67s/it]
Epoch 0 - Loss: 0.8359, CE Loss: 0.8359:  55%|█████▌    | 147/266 [53:19<42:59, 21.67s/it]
Epoch 0 - Loss: 0.2485, CE Loss: 0.2485:  55%|█████▌    | 147/266 [53:24<42:59, 21.67s/it]
Epoch 0 - Loss: 0.2485, CE Loss: 0.2485:  56%|█████▌    | 148/266 [53:28<42:39, 21.69s/it]
Epoch 0 - Loss: 0.1339, CE Loss: 0.1339:  56%|█████▌    | 148/266 [53:30<42:39, 21.69s/it]
Epoch 0 - Loss: 0.3949, CE Loss: 0.3949:  56%|█████▌    | 148/266 [53:35<42:39, 21.69s/it]
Epoch 0 - Loss: 0.0861, CE Loss: 0.0861:  56%|█████▌    | 148/266 [53:41<42:39, 21.69s/it]
Epoch 0 - Loss: 0.3194, CE Loss: 0.3194:  56%|█████▌    | 148/266 [53:46<42:39, 21.69s/it]
Epoch 0 - Loss: 0.3194, CE Loss: 0.3194:  56%|█████▌    | 149/266 [53:50<42:20, 21.71s/it]
Epoch 0 - Loss: 0.4341, CE Loss: 0.4341:  56%|█████▌    | 149/266 [53:52<42:20, 21.71s/it]
Epoch 0 - Loss: 0.5358, CE Loss: 0.5358:  56%|█████▌    | 149/266 [53:57<42:20, 21.71s/it]
Epoch 0 - Loss: 0.4306, CE Loss: 0.4306:  56%|█████▌    | 149/266 [54:02<42:20, 21.71s/it]
Epoch 0 - Loss: 0.2822, CE Loss: 0.2822:  56%|█████▌    | 149/266 [54:08<42:20, 21.71s/it]
Epoch 0 - Loss: 0.2822, CE Loss: 0.2822:  56%|█████▋    | 150/266 [54:12<41:55, 21.68s/it]
Epoch 0 - Loss: 0.3100, CE Loss: 0.3100:  56%|█████▋    | 150/266 [54:13<41:55, 21.68s/it]
Epoch 0 - Loss: 0.7262, CE Loss: 0.7262:  56%|█████▋    | 150/266 [54:19<41:55, 21.68s/it]
Epoch 0 - Loss: 0.2258, CE Loss: 0.2258:  56%|█████▋    | 150/266 [54:24<41:55, 21.68s/it]
Epoch 0 - Loss: 0.3653, CE Loss: 0.3653:  56%|█████▋    | 150/266 [54:29<41:55, 21.68s/it]
Epoch 0 - Loss: 0.3653, CE Loss: 0.3653:  57%|█████▋    | 151/266 [54:33<41:29, 21.64s/it]
Epoch 0 - Loss: 0.6749, CE Loss: 0.6749:  57%|█████▋    | 151/266 [54:35<41:29, 21.64s/it]
Epoch 0 - Loss: 0.3466, CE Loss: 0.3466:  57%|█████▋    | 151/266 [54:40<41:29, 21.64s/it]
Epoch 0 - Loss: 0.2955, CE Loss: 0.2955:  57%|█████▋    | 151/266 [54:45<41:29, 21.64s/it]
Epoch 0 - Loss: 0.2892, CE Loss: 0.2892:  57%|█████▋    | 151/266 [54:51<41:29, 21.64s/it]
Epoch 0 - Loss: 0.2892, CE Loss: 0.2892:  57%|█████▋    | 152/266 [54:55<41:05, 21.63s/it]
Epoch 0 - Loss: 0.3907, CE Loss: 0.3907:  57%|█████▋    | 152/266 [54:56<41:05, 21.63s/it]
Epoch 0 - Loss: 0.1767, CE Loss: 0.1767:  57%|█████▋    | 152/266 [55:02<41:05, 21.63s/it]
Epoch 0 - Loss: 0.3539, CE Loss: 0.3539:  57%|█████▋    | 152/266 [55:07<41:05, 21.63s/it]
Epoch 0 - Loss: 0.4935, CE Loss: 0.4935:  57%|█████▋    | 152/266 [55:13<41:05, 21.63s/it]
Epoch 0 - Loss: 0.4935, CE Loss: 0.4935:  58%|█████▊    | 153/266 [55:17<40:44, 21.63s/it]
Epoch 0 - Loss: 0.3587, CE Loss: 0.3587:  58%|█████▊    | 153/266 [55:18<40:44, 21.63s/it]
Epoch 0 - Loss: 0.1897, CE Loss: 0.1897:  58%|█████▊    | 153/266 [55:23<40:44, 21.63s/it]
Epoch 0 - Loss: 0.3350, CE Loss: 0.3350:  58%|█████▊    | 153/266 [55:29<40:44, 21.63s/it]
Epoch 0 - Loss: 0.2956, CE Loss: 0.2956:  58%|█████▊    | 153/266 [55:34<40:44, 21.63s/it]
Epoch 0 - Loss: 0.2956, CE Loss: 0.2956:  58%|█████▊    | 154/266 [55:38<40:22, 21.63s/it]
Epoch 0 - Loss: 0.1965, CE Loss: 0.1965:  58%|█████▊    | 154/266 [55:40<40:22, 21.63s/it]
Epoch 0 - Loss: 0.5125, CE Loss: 0.5125:  58%|█████▊    | 154/266 [55:45<40:22, 21.63s/it]
Epoch 0 - Loss: 0.6739, CE Loss: 0.6739:  58%|█████▊    | 154/266 [55:50<40:22, 21.63s/it]
Epoch 0 - Loss: 0.7227, CE Loss: 0.7227:  58%|█████▊    | 154/266 [55:56<40:22, 21.63s/it]
Epoch 0 - Loss: 0.7227, CE Loss: 0.7227:  58%|█████▊    | 155/266 [56:00<40:00, 21.63s/it]
Epoch 0 - Loss: 0.3450, CE Loss: 0.3450:  58%|█████▊    | 155/266 [56:01<40:00, 21.63s/it]
Epoch 0 - Loss: 0.1558, CE Loss: 0.1558:  58%|█████▊    | 155/266 [56:07<40:00, 21.63s/it]
Epoch 0 - Loss: 0.2349, CE Loss: 0.2349:  58%|█████▊    | 155/266 [56:12<40:00, 21.63s/it]
Epoch 0 - Loss: 0.5946, CE Loss: 0.5946:  58%|█████▊    | 155/266 [56:17<40:00, 21.63s/it]
Epoch 0 - Loss: 0.5946, CE Loss: 0.5946:  59%|█████▊    | 156/266 [56:21<39:40, 21.64s/it]
Epoch 0 - Loss: 0.3793, CE Loss: 0.3793:  59%|█████▊    | 156/266 [56:23<39:40, 21.64s/it]
Epoch 0 - Loss: 0.6613, CE Loss: 0.6613:  59%|█████▊    | 156/266 [56:28<39:40, 21.64s/it]
Epoch 0 - Loss: 0.9188, CE Loss: 0.9188:  59%|█████▊    | 156/266 [56:34<39:40, 21.64s/it]
Epoch 0 - Loss: 0.6639, CE Loss: 0.6639:  59%|█████▊    | 156/266 [56:39<39:40, 21.64s/it]
Epoch 0 - Loss: 0.6639, CE Loss: 0.6639:  59%|█████▉    | 157/266 [56:43<39:18, 21.64s/it]
Epoch 0 - Loss: 0.1692, CE Loss: 0.1692:  59%|█████▉    | 157/266 [56:44<39:18, 21.64s/it]
Epoch 0 - Loss: 0.1647, CE Loss: 0.1647:  59%|█████▉    | 157/266 [56:50<39:18, 21.64s/it]
Epoch 0 - Loss: 0.8819, CE Loss: 0.8819:  59%|█████▉    | 157/266 [56:55<39:18, 21.64s/it]
Epoch 0 - Loss: 0.2727, CE Loss: 0.2727:  59%|█████▉    | 157/266 [57:01<39:18, 21.64s/it]
Epoch 0 - Loss: 0.2727, CE Loss: 0.2727:  59%|█████▉    | 158/266 [57:05<38:56, 21.63s/it]
Epoch 0 - Loss: 0.3237, CE Loss: 0.3237:  59%|█████▉    | 158/266 [57:06<38:56, 21.63s/it]
Epoch 0 - Loss: 0.4035, CE Loss: 0.4035:  59%|█████▉    | 158/266 [57:12<38:56, 21.63s/it]
Epoch 0 - Loss: 0.1545, CE Loss: 0.1545:  59%|█████▉    | 158/266 [57:17<38:56, 21.63s/it]
Epoch 0 - Loss: 0.4208, CE Loss: 0.4208:  59%|█████▉    | 158/266 [57:22<38:56, 21.63s/it]
Epoch 0 - Loss: 0.4208, CE Loss: 0.4208:  60%|█████▉    | 159/266 [57:26<38:37, 21.66s/it]
Epoch 0 - Loss: 0.3488, CE Loss: 0.3488:  60%|█████▉    | 159/266 [57:28<38:37, 21.66s/it]
